"DataSet","Rep","Fold","PT","Pos_tst"
"Wheat_1_AL",1,9,9,1295
"Wheat_1_AL",1,10,10,2
"Wheat_1_AL",1,10,10,13
"Wheat_1_AL",1,10,10,32
"Wheat_1_AL",1,10,10,33
"Wheat_1_AL",1,10,10,44
"Wheat_1_AL",1,10,10,62
"Wheat_1_AL",1,10,10,65
"Wheat_1_AL",1,10,10,77
"Wheat_1_AL",1,10,10,89
"Wheat_1_AL",1,10,10,101
"Wheat_1_AL",1,10,10,102
"Wheat_1_AL",1,10,10,113
"Wheat_1_AL",1,10,10,127
"Wheat_1_AL",1,10,10,143
"Wheat_1_AL",1,10,10,153
"Wheat_1_AL",1,10,10,164
"Wheat_1_AL",1,10,10,171
"Wheat_1_AL",1,10,10,201
"Wheat_1_AL",1,10,10,208
"Wheat_1_AL",1,10,10,225
"Wheat_1_AL",1,10,10,234
"Wheat_1_AL",1,10,10,235
"Wheat_1_AL",1,10,10,242
"Wheat_1_AL",1,10,10,272
"Wheat_1_AL",1,10,10,273
"Wheat_1_AL",1,10,10,276
"Wheat_1_AL",1,10,10,282
"Wheat_1_AL",1,10,10,285
"Wheat_1_AL",1,10,10,296
"Wheat_1_AL",1,10,10,299
"Wheat_1_AL",1,10,10,315
"Wheat_1_AL",1,10,10,316
"Wheat_1_AL",1,10,10,331
"Wheat_1_AL",1,10,10,334
"Wheat_1_AL",1,10,10,336
"Wheat_1_AL",1,10,10,337
"Wheat_1_AL",1,10,10,348
"Wheat_1_AL",1,10,10,352
"Wheat_1_AL",1,10,10,353
"Wheat_1_AL",1,10,10,364
"Wheat_1_AL",1,10,10,409
"Wheat_1_AL",1,10,10,420
"Wheat_1_AL",1,10,10,425
"Wheat_1_AL",1,10,10,435
"Wheat_1_AL",1,10,10,457
"Wheat_1_AL",1,10,10,493
"Wheat_1_AL",1,10,10,498
"Wheat_1_AL",1,10,10,541
"Wheat_1_AL",1,10,10,545
"Wheat_1_AL",1,10,10,553
"Wheat_1_AL",1,10,10,581
"Wheat_1_AL",1,10,10,584
"Wheat_1_AL",1,10,10,590
"Wheat_1_AL",1,10,10,593
"Wheat_1_AL",1,10,10,604
"Wheat_1_AL",1,10,10,606
"Wheat_1_AL",1,10,10,610
"Wheat_1_AL",1,10,10,625
"Wheat_1_AL",1,10,10,633
"Wheat_1_AL",1,10,10,634
"Wheat_1_AL",1,10,10,638
"Wheat_1_AL",1,10,10,639
"Wheat_1_AL",1,10,10,650
"Wheat_1_AL",1,10,10,653
"Wheat_1_AL",1,10,10,656
"Wheat_1_AL",1,10,10,675
"Wheat_1_AL",1,10,10,686
"Wheat_1_AL",1,10,10,687
"Wheat_1_AL",1,10,10,695
"Wheat_1_AL",1,10,10,696
"Wheat_1_AL",1,10,10,711
"Wheat_1_AL",1,10,10,747
"Wheat_1_AL",1,10,10,767
"Wheat_1_AL",1,10,10,768
"Wheat_1_AL",1,10,10,770
"Wheat_1_AL",1,10,10,773
"Wheat_1_AL",1,10,10,823
"Wheat_1_AL",1,10,10,826
"Wheat_1_AL",1,10,10,843
"Wheat_1_AL",1,10,10,850
"Wheat_1_AL",1,10,10,856
"Wheat_1_AL",1,10,10,864
"Wheat_1_AL",1,10,10,880
"Wheat_1_AL",1,10,10,887
"Wheat_1_AL",1,10,10,889
"Wheat_1_AL",1,10,10,919
"Wheat_1_AL",1,10,10,920
"Wheat_1_AL",1,10,10,950
"Wheat_1_AL",1,10,10,979
"Wheat_1_AL",1,10,10,981
"Wheat_1_AL",1,10,10,984
"Wheat_1_AL",1,10,10,997
"Wheat_1_AL",1,10,10,1004
"Wheat_1_AL",1,10,10,1011
"Wheat_1_AL",1,10,10,1016
"Wheat_1_AL",1,10,10,1031
"Wheat_1_AL",1,10,10,1046
"Wheat_1_AL",1,10,10,1050
"Wheat_1_AL",1,10,10,1060
"Wheat_1_AL",1,10,10,1067
"Wheat_1_AL",1,10,10,1070
"Wheat_1_AL",1,10,10,1073
"Wheat_1_AL",1,10,10,1096
"Wheat_1_AL",1,10,10,1104
"Wheat_1_AL",1,10,10,1110
"Wheat_1_AL",1,10,10,1111
"Wheat_1_AL",1,10,10,1115
"Wheat_1_AL",1,10,10,1128
"Wheat_1_AL",1,10,10,1134
"Wheat_1_AL",1,10,10,1139
"Wheat_1_AL",1,10,10,1140
"Wheat_1_AL",1,10,10,1145
"Wheat_1_AL",1,10,10,1147
"Wheat_1_AL",1,10,10,1173
"Wheat_1_AL",1,10,10,1180
"Wheat_1_AL",1,10,10,1182
"Wheat_1_AL",1,10,10,1196
"Wheat_1_AL",1,10,10,1205
"Wheat_1_AL",1,10,10,1221
"Wheat_1_AL",1,10,10,1222
"Wheat_1_AL",1,10,10,1229
"Wheat_1_AL",1,10,10,1230
"Wheat_1_AL",1,10,10,1235
"Wheat_1_AL",1,10,10,1245
"Wheat_1_AL",1,10,10,1246
"Wheat_1_AL",1,10,10,1251
"Wheat_1_AL",1,10,10,1258
"Wheat_1_AL",1,10,10,1264
"Wheat_1_AL",1,10,10,1272
"Wheat_1_AL",1,10,10,1280
"Wheat_2_AL",1,1,1,22
"Wheat_2_AL",1,1,1,36
"Wheat_2_AL",1,1,1,38
"Wheat_2_AL",1,1,1,42
"Wheat_2_AL",1,1,1,61
"Wheat_2_AL",1,1,1,62
"Wheat_2_AL",1,1,1,79
"Wheat_2_AL",1,1,1,89
"Wheat_2_AL",1,1,1,103
"Wheat_2_AL",1,1,1,115
"Wheat_2_AL",1,1,1,119
"Wheat_2_AL",1,1,1,124
"Wheat_2_AL",1,1,1,125
"Wheat_2_AL",1,1,1,130
"Wheat_2_AL",1,1,1,146
"Wheat_2_AL",1,1,1,163
"Wheat_2_AL",1,1,1,183
"Wheat_2_AL",1,1,1,189
"Wheat_2_AL",1,1,1,194
"Wheat_2_AL",1,1,1,211
"Wheat_2_AL",1,1,1,219
"Wheat_2_AL",1,1,1,252
"Wheat_2_AL",1,1,1,278
"Wheat_2_AL",1,1,1,295
"Wheat_2_AL",1,1,1,297
"Wheat_2_AL",1,1,1,309
"Wheat_2_AL",1,1,1,311
"Wheat_2_AL",1,1,1,328
"Wheat_2_AL",1,1,1,334
"Wheat_2_AL",1,1,1,351
"Wheat_2_AL",1,1,1,357
"Wheat_2_AL",1,1,1,369
"Wheat_2_AL",1,1,1,372
"Wheat_2_AL",1,1,1,383
"Wheat_2_AL",1,1,1,394
"Wheat_2_AL",1,1,1,399
"Wheat_2_AL",1,1,1,402
"Wheat_2_AL",1,1,1,413
"Wheat_2_AL",1,1,1,414
"Wheat_2_AL",1,1,1,422
"Wheat_2_AL",1,1,1,439
"Wheat_2_AL",1,1,1,449
"Wheat_2_AL",1,1,1,455
"Wheat_2_AL",1,1,1,471
"Wheat_2_AL",1,1,1,472
"Wheat_2_AL",1,1,1,473
"Wheat_2_AL",1,1,1,476
"Wheat_2_AL",1,1,1,487
"Wheat_2_AL",1,1,1,493
"Wheat_2_AL",1,1,1,510
"Wheat_2_AL",1,1,1,512
"Wheat_2_AL",1,1,1,519
"Wheat_2_AL",1,1,1,569
"Wheat_2_AL",1,1,1,571
"Wheat_2_AL",1,1,1,572
"Wheat_2_AL",1,1,1,582
"Wheat_2_AL",1,1,1,584
"Wheat_2_AL",1,1,1,590
"Wheat_2_AL",1,1,1,601
"Wheat_2_AL",1,1,1,622
"Wheat_2_AL",1,1,1,624
"Wheat_2_AL",1,1,1,626
"Wheat_2_AL",1,1,1,636
"Wheat_2_AL",1,1,1,637
"Wheat_2_AL",1,1,1,653
"Wheat_2_AL",1,1,1,659
"Wheat_2_AL",1,1,1,661
"Wheat_2_AL",1,1,1,674
"Wheat_2_AL",1,1,1,675
"Wheat_2_AL",1,1,1,690
"Wheat_2_AL",1,1,1,695
"Wheat_2_AL",1,1,1,711
"Wheat_2_AL",1,1,1,744
"Wheat_2_AL",1,1,1,746
"Wheat_2_AL",1,1,1,770
"Wheat_2_AL",1,1,1,799
"Wheat_2_AL",1,1,1,808
"Wheat_2_AL",1,1,1,819
"Wheat_2_AL",1,1,1,848
"Wheat_2_AL",1,1,1,857
"Wheat_2_AL",1,1,1,859
"Wheat_2_AL",1,1,1,869
"Wheat_2_AL",1,1,1,876
"Wheat_2_AL",1,1,1,885
"Wheat_2_AL",1,1,1,891
"Wheat_2_AL",1,1,1,896
"Wheat_2_AL",1,1,1,900
"Wheat_2_AL",1,1,1,910
"Wheat_2_AL",1,1,1,912
"Wheat_2_AL",1,1,1,917
"Wheat_2_AL",1,1,1,951
"Wheat_2_AL",1,1,1,958
"Wheat_2_AL",1,1,1,966
"Wheat_2_AL",1,1,1,987
"Wheat_2_AL",1,1,1,990
"Wheat_2_AL",1,1,1,1004
"Wheat_2_AL",1,1,1,1039
"Wheat_2_AL",1,1,1,1041
"Wheat_2_AL",1,1,1,1049
"Wheat_2_AL",1,1,1,1061
"Wheat_2_AL",1,1,1,1075
"Wheat_2_AL",1,1,1,1085
"Wheat_2_AL",1,1,1,1088
"Wheat_2_AL",1,1,1,1096
"Wheat_2_AL",1,1,1,1097
"Wheat_2_AL",1,1,1,1100
"Wheat_2_AL",1,1,1,1103
"Wheat_2_AL",1,1,1,1109
"Wheat_2_AL",1,1,1,1113
"Wheat_2_AL",1,1,1,1123
"Wheat_2_AL",1,1,1,1130
"Wheat_2_AL",1,1,1,1138
"Wheat_2_AL",1,1,1,1145
"Wheat_2_AL",1,1,1,1153
"Wheat_2_AL",1,1,1,1168
"Wheat_2_AL",1,1,1,1182
"Wheat_2_AL",1,1,1,1184
"Wheat_2_AL",1,1,1,1196
"Wheat_2_AL",1,1,1,1199
"Wheat_2_AL",1,1,1,1202
"Wheat_2_AL",1,1,1,1203
"Wheat_2_AL",1,1,1,1205
"Wheat_2_AL",1,1,1,1222
"Wheat_2_AL",1,1,1,1241
"Wheat_2_AL",1,1,1,1260
"Wheat_2_AL",1,1,1,1270
"Wheat_2_AL",1,1,1,1271
"Wheat_2_AL",1,1,1,1274
"Wheat_2_AL",1,1,1,1291
"Wheat_2_AL",1,1,1,1294
"Wheat_2_AL",1,1,1,1295
"Wheat_2_AL",1,1,1,1299
"Wheat_2_AL",1,1,1,1311
"Wheat_2_AL",1,1,1,1323
"Wheat_2_AL",1,1,1,1338
"Wheat_2_AL",1,1,1,1364
"Wheat_2_AL",1,1,1,1367
"Wheat_2_AL",1,1,1,1383
"Wheat_2_AL",1,1,1,1389
"Wheat_2_AL",1,1,1,1392
"Wheat_2_AL",1,1,1,1396
"Wheat_2_AL",1,2,2,7
"Wheat_2_AL",1,2,2,33
"Wheat_2_AL",1,2,2,44
"Wheat_2_AL",1,2,2,51
"Wheat_2_AL",1,2,2,69
"Wheat_2_AL",1,2,2,88
"Wheat_2_AL",1,2,2,121
"Wheat_2_AL",1,2,2,157
"Wheat_2_AL",1,2,2,167
"Wheat_2_AL",1,2,2,176
"Wheat_2_AL",1,2,2,182
"Wheat_2_AL",1,2,2,188
"Wheat_2_AL",1,2,2,190
"Wheat_2_AL",1,2,2,215
"Wheat_2_AL",1,2,2,220
"Wheat_2_AL",1,2,2,222
"Wheat_2_AL",1,2,2,257
"Wheat_2_AL",1,2,2,261
"Wheat_2_AL",1,2,2,271
"Wheat_2_AL",1,2,2,313
"Wheat_2_AL",1,2,2,315
"Wheat_2_AL",1,2,2,327
"Wheat_2_AL",1,2,2,329
"Wheat_2_AL",1,2,2,335
"Wheat_2_AL",1,2,2,338
"Wheat_2_AL",1,2,2,353
"Wheat_2_AL",1,2,2,364
"Wheat_2_AL",1,2,2,368
"Wheat_2_AL",1,2,2,378
"Wheat_2_AL",1,2,2,385
"Wheat_2_AL",1,2,2,391
"Wheat_2_AL",1,2,2,396
"Wheat_2_AL",1,2,2,397
"Wheat_2_AL",1,2,2,403
"Wheat_2_AL",1,2,2,406
"Wheat_2_AL",1,2,2,429
"Wheat_2_AL",1,2,2,460
"Wheat_2_AL",1,2,2,462
"Wheat_2_AL",1,2,2,465
"Wheat_2_AL",1,2,2,474
"Wheat_2_AL",1,2,2,480
"Wheat_2_AL",1,2,2,496
"Wheat_2_AL",1,2,2,551
"Wheat_2_AL",1,2,2,588
"Wheat_2_AL",1,2,2,598
"Wheat_2_AL",1,2,2,602
"Wheat_2_AL",1,2,2,603
"Wheat_2_AL",1,2,2,609
"Wheat_2_AL",1,2,2,612
"Wheat_2_AL",1,2,2,615
"Wheat_2_AL",1,2,2,619
"Wheat_2_AL",1,2,2,625
"Wheat_2_AL",1,2,2,633
"Wheat_2_AL",1,2,2,642
"Wheat_2_AL",1,2,2,658
"Wheat_2_AL",1,2,2,669
"Wheat_2_AL",1,2,2,676
"Wheat_2_AL",1,2,2,677
"Wheat_2_AL",1,2,2,680
"Wheat_2_AL",1,2,2,687
"Wheat_2_AL",1,2,2,689
"Wheat_2_AL",1,2,2,708
"Wheat_2_AL",1,2,2,714
"Wheat_2_AL",1,2,2,724
"Wheat_2_AL",1,2,2,734
"Wheat_2_AL",1,2,2,754
"Wheat_2_AL",1,2,2,755
"Wheat_2_AL",1,2,2,758
"Wheat_2_AL",1,2,2,789
"Wheat_2_AL",1,2,2,817
"Wheat_2_AL",1,2,2,826
"Wheat_2_AL",1,2,2,827
"Wheat_2_AL",1,2,2,841
"Wheat_2_AL",1,2,2,843
"Wheat_2_AL",1,2,2,847
"Wheat_2_AL",1,2,2,856
"Wheat_2_AL",1,2,2,870
"Wheat_2_AL",1,2,2,872
"Wheat_2_AL",1,2,2,874
"Wheat_2_AL",1,2,2,886
"Wheat_2_AL",1,2,2,892
"Wheat_2_AL",1,2,2,902
"Wheat_2_AL",1,2,2,918
"Wheat_2_AL",1,2,2,926
"Wheat_2_AL",1,2,2,927
"Wheat_2_AL",1,2,2,947
"Wheat_2_AL",1,2,2,957
"Wheat_2_AL",1,2,2,965
"Wheat_2_AL",1,2,2,969
"Wheat_2_AL",1,2,2,980
"Wheat_2_AL",1,2,2,981
"Wheat_2_AL",1,2,2,984
"Wheat_2_AL",1,2,2,1014
"Wheat_2_AL",1,2,2,1015
"Wheat_2_AL",1,2,2,1016
"Wheat_2_AL",1,2,2,1021
"Wheat_2_AL",1,2,2,1034
"Wheat_2_AL",1,2,2,1082
"Wheat_2_AL",1,2,2,1087
"Wheat_2_AL",1,2,2,1102
"Wheat_2_AL",1,2,2,1104
"Wheat_2_AL",1,2,2,1108
"Wheat_2_AL",1,2,2,1110
"Wheat_2_AL",1,2,2,1122
"Wheat_2_AL",1,2,2,1126
"Wheat_2_AL",1,2,2,1127
"Wheat_2_AL",1,2,2,1129
"Wheat_2_AL",1,2,2,1155
"Wheat_2_AL",1,2,2,1163
"Wheat_2_AL",1,2,2,1165
"Wheat_2_AL",1,2,2,1166
"Wheat_2_AL",1,2,2,1169
"Wheat_2_AL",1,2,2,1173
"Wheat_2_AL",1,2,2,1174
"Wheat_2_AL",1,2,2,1178
"Wheat_2_AL",1,2,2,1188
"Wheat_2_AL",1,2,2,1195
"Wheat_2_AL",1,2,2,1201
"Wheat_2_AL",1,2,2,1210
"Wheat_2_AL",1,2,2,1213
"Wheat_2_AL",1,2,2,1216
"Wheat_2_AL",1,2,2,1220
"Wheat_2_AL",1,2,2,1231
"Wheat_2_AL",1,2,2,1239
"Wheat_2_AL",1,2,2,1248
"Wheat_2_AL",1,2,2,1258
"Wheat_2_AL",1,2,2,1268
"Wheat_2_AL",1,2,2,1282
"Wheat_2_AL",1,2,2,1284
"Wheat_2_AL",1,2,2,1285
"Wheat_2_AL",1,2,2,1292
"Wheat_2_AL",1,2,2,1305
"Wheat_2_AL",1,2,2,1312
"Wheat_2_AL",1,2,2,1319
"Wheat_2_AL",1,2,2,1353
"Wheat_2_AL",1,2,2,1359
"Wheat_2_AL",1,2,2,1362
"Wheat_2_AL",1,2,2,1370
"Wheat_2_AL",1,2,2,1373
"Wheat_2_AL",1,2,2,1403
"Wheat_2_AL",1,3,3,3
"Wheat_2_AL",1,3,3,5
"Wheat_2_AL",1,3,3,17
"Wheat_2_AL",1,3,3,26
"Wheat_2_AL",1,3,3,32
"Wheat_2_AL",1,3,3,35
"Wheat_2_AL",1,3,3,67
"Wheat_2_AL",1,3,3,99
"Wheat_2_AL",1,3,3,100
"Wheat_2_AL",1,3,3,106
"Wheat_2_AL",1,3,3,108
"Wheat_2_AL",1,3,3,123
"Wheat_2_AL",1,3,3,126
"Wheat_2_AL",1,3,3,134
"Wheat_2_AL",1,3,3,135
"Wheat_2_AL",1,3,3,136
"Wheat_2_AL",1,3,3,145
"Wheat_2_AL",1,3,3,164
"Wheat_2_AL",1,3,3,165
"Wheat_2_AL",1,3,3,191
"Wheat_2_AL",1,3,3,195
"Wheat_2_AL",1,3,3,197
"Wheat_2_AL",1,3,3,206
"Wheat_2_AL",1,3,3,232
"Wheat_2_AL",1,3,3,251
"Wheat_2_AL",1,3,3,264
"Wheat_2_AL",1,3,3,284
"Wheat_2_AL",1,3,3,290
"Wheat_2_AL",1,3,3,298
"Wheat_2_AL",1,3,3,299
"Wheat_2_AL",1,3,3,303
"Wheat_2_AL",1,3,3,304
"Wheat_2_AL",1,3,3,323
"Wheat_2_AL",1,3,3,339
"Wheat_2_AL",1,3,3,346
"Wheat_2_AL",1,3,3,356
"Wheat_2_AL",1,3,3,362
"Wheat_2_AL",1,3,3,425
"Wheat_2_AL",1,3,3,427
"Wheat_2_AL",1,3,3,428
"Wheat_2_AL",1,3,3,433
"Wheat_2_AL",1,3,3,435
"Wheat_2_AL",1,3,3,440
"Wheat_2_AL",1,3,3,447
"Wheat_2_AL",1,3,3,468
"Wheat_2_AL",1,3,3,470
"Wheat_2_AL",1,3,3,481
"Wheat_2_AL",1,3,3,488
"Wheat_2_AL",1,3,3,489
"Wheat_2_AL",1,3,3,501
"Wheat_2_AL",1,3,3,508
"Wheat_2_AL",1,3,3,518
"Wheat_2_AL",1,3,3,540
"Wheat_2_AL",1,3,3,550
"Wheat_2_AL",1,3,3,555
"Wheat_2_AL",1,3,3,570
"Wheat_2_AL",1,3,3,587
"Wheat_2_AL",1,3,3,592
"Wheat_2_AL",1,3,3,593
"Wheat_2_AL",1,3,3,600
"Wheat_2_AL",1,3,3,608
"Wheat_2_AL",1,3,3,614
"Wheat_2_AL",1,3,3,634
"Wheat_2_AL",1,3,3,646
"Wheat_2_AL",1,3,3,648
"Wheat_2_AL",1,3,3,649
"Wheat_2_AL",1,3,3,663
"Wheat_2_AL",1,3,3,668
"Wheat_2_AL",1,3,3,670
"Wheat_2_AL",1,3,3,678
"Wheat_2_AL",1,3,3,683
"Wheat_2_AL",1,3,3,685
"Wheat_2_AL",1,3,3,688
"Wheat_2_AL",1,3,3,691
"Wheat_2_AL",1,3,3,715
"Wheat_2_AL",1,3,3,717
"Wheat_2_AL",1,3,3,723
"Wheat_2_AL",1,3,3,737
"Wheat_2_AL",1,3,3,740
"Wheat_2_AL",1,3,3,762
"Wheat_2_AL",1,3,3,766
"Wheat_2_AL",1,3,3,771
"Wheat_2_AL",1,3,3,773
"Wheat_2_AL",1,3,3,781
"Wheat_2_AL",1,3,3,795
"Wheat_2_AL",1,3,3,803
"Wheat_2_AL",1,3,3,824
"Wheat_2_AL",1,3,3,830
"Wheat_2_AL",1,3,3,838
"Wheat_2_AL",1,3,3,858
"Wheat_2_AL",1,3,3,868
"Wheat_2_AL",1,3,3,875
"Wheat_2_AL",1,3,3,890
"Wheat_2_AL",1,3,3,913
"Wheat_2_AL",1,3,3,916
"Wheat_2_AL",1,3,3,948
"Wheat_2_AL",1,3,3,970
"Wheat_2_AL",1,3,3,978
"Wheat_2_AL",1,3,3,993
"Wheat_2_AL",1,3,3,994
"Wheat_2_AL",1,3,3,1000
"Wheat_2_AL",1,3,3,1002
"Wheat_2_AL",1,3,3,1006
"Wheat_2_AL",1,3,3,1010
"Wheat_2_AL",1,3,3,1011
"Wheat_2_AL",1,3,3,1017
"Wheat_2_AL",1,3,3,1032
"Wheat_2_AL",1,3,3,1036
"Wheat_2_AL",1,3,3,1042
"Wheat_2_AL",1,3,3,1047
"Wheat_2_AL",1,3,3,1065
"Wheat_2_AL",1,3,3,1074
"Wheat_2_AL",1,3,3,1095
"Wheat_2_AL",1,3,3,1101
"Wheat_2_AL",1,3,3,1111
"Wheat_2_AL",1,3,3,1112
"Wheat_2_AL",1,3,3,1116
"Wheat_2_AL",1,3,3,1149
"Wheat_2_AL",1,3,3,1150
"Wheat_2_AL",1,3,3,1170
"Wheat_2_AL",1,3,3,1171
"Wheat_2_AL",1,3,3,1176
"Wheat_2_AL",1,3,3,1186
"Wheat_2_AL",1,3,3,1187
"Wheat_2_AL",1,3,3,1198
"Wheat_2_AL",1,3,3,1215
"Wheat_2_AL",1,3,3,1217
"Wheat_2_AL",1,3,3,1229
"Wheat_2_AL",1,3,3,1256
"Wheat_2_AL",1,3,3,1263
"Wheat_2_AL",1,3,3,1283
"Wheat_2_AL",1,3,3,1290
"Wheat_2_AL",1,3,3,1303
"Wheat_2_AL",1,3,3,1316
"Wheat_2_AL",1,3,3,1340
"Wheat_2_AL",1,3,3,1352
"Wheat_2_AL",1,3,3,1360
"Wheat_2_AL",1,3,3,1368
"Wheat_2_AL",1,3,3,1369
"Wheat_2_AL",1,3,3,1381
"Wheat_2_AL",1,4,4,1
"Wheat_2_AL",1,4,4,4
"Wheat_2_AL",1,4,4,46
"Wheat_2_AL",1,4,4,48
"Wheat_2_AL",1,4,4,59
"Wheat_2_AL",1,4,4,63
"Wheat_2_AL",1,4,4,66
"Wheat_2_AL",1,4,4,71
"Wheat_2_AL",1,4,4,80
"Wheat_2_AL",1,4,4,97
"Wheat_2_AL",1,4,4,102
"Wheat_2_AL",1,4,4,109
"Wheat_2_AL",1,4,4,142
"Wheat_2_AL",1,4,4,147
"Wheat_2_AL",1,4,4,154
"Wheat_2_AL",1,4,4,171
"Wheat_2_AL",1,4,4,175
"Wheat_2_AL",1,4,4,193
"Wheat_2_AL",1,4,4,196
"Wheat_2_AL",1,4,4,210
"Wheat_2_AL",1,4,4,221
"Wheat_2_AL",1,4,4,241
"Wheat_2_AL",1,4,4,242
"Wheat_2_AL",1,4,4,259
"Wheat_2_AL",1,4,4,272
"Wheat_2_AL",1,4,4,274
"Wheat_2_AL",1,4,4,283
"Wheat_2_AL",1,4,4,287
"Wheat_2_AL",1,4,4,291
"Wheat_2_AL",1,4,4,292
"Wheat_2_AL",1,4,4,294
"Wheat_2_AL",1,4,4,319
"Wheat_2_AL",1,4,4,324
"Wheat_2_AL",1,4,4,326
"Wheat_2_AL",1,4,4,331
"Wheat_2_AL",1,4,4,333
"Wheat_2_AL",1,4,4,340
"Wheat_2_AL",1,4,4,367
"Wheat_2_AL",1,4,4,392
"Wheat_2_AL",1,4,4,415
"Wheat_2_AL",1,4,4,416
"Wheat_2_AL",1,4,4,444
"Wheat_2_AL",1,4,4,451
"Wheat_2_AL",1,4,4,463
"Wheat_2_AL",1,4,4,469
"Wheat_2_AL",1,4,4,478
"Wheat_2_AL",1,4,4,482
"Wheat_2_AL",1,4,4,526
"Wheat_2_AL",1,4,4,528
"Wheat_2_AL",1,4,4,531
"Wheat_2_AL",1,4,4,537
"Wheat_2_AL",1,4,4,547
"Wheat_2_AL",1,4,4,559
"Wheat_2_AL",1,4,4,565
"Wheat_2_AL",1,4,4,589
"Wheat_2_AL",1,4,4,611
"Wheat_2_AL",1,4,4,623
"Wheat_2_AL",1,4,4,629
"Wheat_2_AL",1,4,4,656
"Wheat_2_AL",1,4,4,692
"Wheat_2_AL",1,4,4,696
"Wheat_2_AL",1,4,4,720
"Wheat_2_AL",1,4,4,721
"Wheat_2_AL",1,4,4,722
"Wheat_2_AL",1,4,4,733
"Wheat_2_AL",1,4,4,741
"Wheat_2_AL",1,4,4,749
"Wheat_2_AL",1,4,4,751
"Wheat_2_AL",1,4,4,753
"Wheat_2_AL",1,4,4,767
"Wheat_2_AL",1,4,4,774
"Wheat_2_AL",1,4,4,775
"Wheat_2_AL",1,4,4,782
"Wheat_2_AL",1,4,4,783
"Wheat_2_AL",1,4,4,801
"Wheat_2_AL",1,4,4,809
"Wheat_2_AL",1,4,4,818
"Wheat_2_AL",1,4,4,832
"Wheat_2_AL",1,4,4,845
"Wheat_2_AL",1,4,4,863
"Wheat_2_AL",1,4,4,873
"Wheat_2_AL",1,4,4,880
"Wheat_2_AL",1,4,4,883
"Wheat_2_AL",1,4,4,887
"Wheat_2_AL",1,4,4,893
"Wheat_2_AL",1,4,4,894
"Wheat_2_AL",1,4,4,899
"Wheat_2_AL",1,4,4,919
"Wheat_2_AL",1,4,4,929
"Wheat_2_AL",1,4,4,932
"Wheat_2_AL",1,4,4,944
"Wheat_2_AL",1,4,4,959
"Wheat_2_AL",1,4,4,964
"Wheat_2_AL",1,4,4,972
"Wheat_2_AL",1,4,4,992
"Wheat_2_AL",1,4,4,1009
"Wheat_2_AL",1,4,4,1018
"Wheat_2_AL",1,4,4,1019
"Wheat_2_AL",1,4,4,1025
"Wheat_2_AL",1,4,4,1029
"Wheat_2_AL",1,4,4,1030
"Wheat_2_AL",1,4,4,1031
"Wheat_2_AL",1,4,4,1035
"Wheat_2_AL",1,4,4,1044
"Wheat_2_AL",1,4,4,1058
"Wheat_2_AL",1,4,4,1067
"Wheat_2_AL",1,4,4,1071
"Wheat_2_AL",1,4,4,1081
"Wheat_2_AL",1,4,4,1094
"Wheat_2_AL",1,4,4,1107
"Wheat_2_AL",1,4,4,1140
"Wheat_2_AL",1,4,4,1148
"Wheat_2_AL",1,4,4,1152
"Wheat_2_AL",1,4,4,1157
"Wheat_2_AL",1,4,4,1160
"Wheat_2_AL",1,4,4,1162
"Wheat_2_AL",1,4,4,1181
"Wheat_2_AL",1,4,4,1185
"Wheat_2_AL",1,4,4,1191
"Wheat_2_AL",1,4,4,1200
"Wheat_2_AL",1,4,4,1230
"Wheat_2_AL",1,4,4,1235
"Wheat_2_AL",1,4,4,1249
"Wheat_2_AL",1,4,4,1255
"Wheat_2_AL",1,4,4,1265
"Wheat_2_AL",1,4,4,1302
"Wheat_2_AL",1,4,4,1304
"Wheat_2_AL",1,4,4,1308
"Wheat_2_AL",1,4,4,1313
"Wheat_2_AL",1,4,4,1325
"Wheat_2_AL",1,4,4,1327
"Wheat_2_AL",1,4,4,1331
"Wheat_2_AL",1,4,4,1349
"Wheat_2_AL",1,4,4,1365
"Wheat_2_AL",1,4,4,1375
"Wheat_2_AL",1,4,4,1378
"Wheat_2_AL",1,4,4,1382
"Wheat_2_AL",1,4,4,1385
"Wheat_2_AL",1,4,4,1395
"Wheat_2_AL",1,4,4,1397
"Wheat_2_AL",1,5,5,20
"Wheat_2_AL",1,5,5,25
"Wheat_2_AL",1,5,5,29
"Wheat_2_AL",1,5,5,31
"Wheat_2_AL",1,5,5,41
"Wheat_2_AL",1,5,5,55
"Wheat_2_AL",1,5,5,60
"Wheat_2_AL",1,5,5,72
"Wheat_2_AL",1,5,5,81
"Wheat_2_AL",1,5,5,96
"Wheat_2_AL",1,5,5,101
"Wheat_2_AL",1,5,5,104
"Wheat_2_AL",1,5,5,105
"Wheat_2_AL",1,5,5,120
"Wheat_2_AL",1,5,5,128
"Wheat_2_AL",1,5,5,140
"Wheat_2_AL",1,5,5,148
"Wheat_2_AL",1,5,5,149
"Wheat_2_AL",1,5,5,151
"Wheat_2_AL",1,5,5,173
"Wheat_2_AL",1,5,5,177
"Wheat_2_AL",1,5,5,186
"Wheat_2_AL",1,5,5,199
"Wheat_2_AL",1,5,5,200
"Wheat_2_AL",1,5,5,202
"Wheat_2_AL",1,5,5,203
"Wheat_2_AL",1,5,5,205
"Wheat_2_AL",1,5,5,212
"Wheat_2_AL",1,5,5,226
"Wheat_2_AL",1,5,5,240
"Wheat_2_AL",1,5,5,258
"Wheat_2_AL",1,5,5,265
